,track_id,track_title,artist_name,album_title,track_duration,track_genre,track_bit_rate,track_listens,track_comments,artist_location,album_date_released,album_type,album_tracks
287,502,"Vast and Sad (Showoff Gallery, Bellingham)",Celesteville,Vast and Sad,780,Rock,160000,175,0,"Portland, OR",2002-01-01,Album,7
289,504,Cry,Celesteville,Kohoutek,242,Rock,128000,29,0,"Portland, OR",2009-01-07,Album,12
290,506,Moths!!!,Celesteville,Lingua Ignota,220,Rock,160000,42,0,"Portland, OR",2009-01-07,Album,12
291,507,Toasty Birds,Celesteville,Birdlike Movements,201,Rock,160000,71,0,"Portland, OR",2009-01-07,Album,9
292,508,5 In 1,Celesteville,Kohoutek,235,Rock,128000,14,0,"Portland, OR",2009-01-07,Album,12
293,509,A Wren's Heart,Celesteville,Birdlike Movements,154,Rock,160000,42,0,"Portland, OR",2009-01-07,Album,9
295,511,Sharper &amp; Clearer,Celesteville,Lingua Ignota,158,Rock,160000,39,0,"Portland, OR",2009-01-07,Album,12
296,512,"""""",Celesteville,Lingua Ignota,87,Rock,160000,2002,0,"Portland, OR",2009-01-07,Album,12
297,513,Victoria 2,Celesteville,Kohoutek,242,Rock,128000,43,0,"Portland, OR",2009-01-07,Album,12
298,514,Four Doors,Celesteville,Kohoutek,178,Rock,128000,48,0,"Portland, OR",2009-01-07,Album,12
299,515,Let's Climb a Mossy Hill,Celesteville,Lingua Ignota,146,Rock,160000,120,0,"Portland, OR",2009-01-07,Album,12
300,516,Kohoutek,Celesteville,Kohoutek,465,Rock,128000,29,0,"Portland, OR",2009-01-07,Album,12
301,517,Narcotic Effect On Bees,Celesteville,Lingua Ignota,301,Rock,160000,94,0,"Portland, OR",2009-01-07,Album,12
302,520,Invisible Tape,Celesteville,Sing Like Birds,181,Rock,160000,65,0,"Portland, OR",2009-01-08,Album,12
303,521,A River Frozen In Place,Celesteville,Sing Like Birds,143,Rock,160000,172,0,"Portland, OR",2009-01-08,Album,12
304,522,End Over End,Celesteville,Sing Like Birds,127,Rock,160000,50,0,"Portland, OR",2009-01-08,Album,12
305,523,Black Is the Color of My True Love's Mail,Celesteville,Sing Like Birds,149,Rock,160000,201,0,"Portland, OR",2009-01-08,Album,12
306,524,I Didn't Think the Oracle Was Talking to Me,Celesteville,Sing Like Birds,137,Rock,160000,190,0,"Portland, OR",2009-01-08,Album,12
307,525,I Have Not Spoken All Day,Celesteville,Sing Like Birds,195,Rock,160000,112,0,"Portland, OR",2009-01-08,Album,12
308,526,Do Not Talk,Celesteville,Sing Like Birds,189,Rock,160000,171,0,"Portland, OR",2009-01-08,Album,12
309,527,For Jake Erdmann Et Al.,Celesteville,Sing Like Birds,133,Rock,160000,85,0,"Portland, OR",2009-01-08,Album,12
310,528,An Odd Number of Stairs,Celesteville,Sing Like Birds,146,Rock,160000,59,0,"Portland, OR",2009-01-08,Album,12
311,529,For the Dishroom at Meridian Park Hospital,Celesteville,Sing Like Birds,99,Rock,160000,169,0,"Portland, OR",2009-01-08,Album,12
312,530,White Satin Bed,Celesteville,Sing Like Birds,169,Rock,160000,58,0,"Portland, OR",2009-01-08,Album,12
313,531,"Night Air, Portland",Celesteville,Sing Like Birds,211,Rock,160000,109,0,"Portland, OR",2009-01-08,Album,12
314,532,Big League,Chandeliers,The Thrush,168,Electronic,256000,225,0,"Chicago, IL",2008-09-15,Album,2
315,533,Mango Tree,Chandeliers,The Thrush,191,Electronic,256000,341,1,"Chicago, IL",2008-09-15,Album,2
316,534,I Can See You,Charles Manson,One Mind,80,Folk,128000,614,0,San Qunetin,2009-01-14,Album,16
317,535,Angels Fear To Tread,Charles Manson,One Mind,160,Folk,128000,397,1,San Qunetin,2009-01-14,Album,16
318,536,Riding On Your Fears,Charles Manson,One Mind,304,Folk,128000,336,0,San Qunetin,2009-01-14,Album,16
319,537,I Don't Need Water Sprinklers In The Desert,Charles Manson,One Mind,406,Folk,128000,367,0,San Qunetin,2009-01-14,Album,16
320,538,Your Magic Motion,Charles Manson,One Mind,204,Folk,128000,223,0,San Qunetin,2009-01-14,Album,16
321,539,Whoever You Are,Charles Manson,One Mind,149,Folk,128000,128,0,San Qunetin,2009-01-14,Album,16
322,540,The Black Pirate,Charles Manson,One Mind,309,Folk,128000,835,0,San Qunetin,2009-01-14,Album,16
323,541,So We Go Again,Charles Manson,One Mind,370,Folk,128000,113,0,San Qunetin,2009-01-14,Album,16
324,542,Self Is Eternal (What Our World Will Be),Charles Manson,One Mind,487,Folk,128000,126,0,San Qunetin,2009-01-14,Album,16
325,543,Sometimes It Works Just Right,Charles Manson,One Mind,103,Folk,128000,88,0,San Qunetin,2009-01-14,Album,16
326,544,Sweet Words,Charles Manson,One Mind,773,Folk,128000,213,0,San Qunetin,2009-01-14,Album,16
327,545,Interpretations,Charles Manson,One Mind,242,Folk,128000,64,0,San Qunetin,2009-01-14,Album,16
328,546,If You Have No One,Charles Manson,One Mind,319,Folk,128000,741,0,San Qunetin,2009-01-14,Album,16
329,547,I Keep On Wondering (Interrupted),Charles Manson,One Mind,248,Folk,128000,100,0,San Qunetin,2009-01-14,Album,16
330,548,1967- Mac Brother,Charles Manson,One Mind,235,Folk,128000,119,0,San Qunetin,2009-01-14,Album,16
331,549,"Venice, CA",Charles Manson,One Mind,155,Folk,128000,290,0,San Qunetin,2009-01-14,Album,16
332,550,Cello Duet No. 1,Chief Boima,Unreleased,272,Electronic,320000,2632,0,"San Francisco, CA",2009-01-08,Album,6
341,562,Ex Lucky,Cinwaves,Cinwaves,69,Rock,256000,127,0,"Deerfield Beach, FL",2007-01-01,Album,11
342,563,Dumb Me Down,Cinwaves,Cinwaves,168,Rock,256000,134,0,"Deerfield Beach, FL",2007-01-01,Album,11
343,564,The Sugar Society,Cinwaves,Cinwaves,141,Rock,256000,467,0,"Deerfield Beach, FL",2007-01-01,Album,11
344,565,Sophia,Cinwaves,Cinwaves,154,Rock,256000,93,0,"Deerfield Beach, FL",2007-01-01,Album,11
345,566,Jasmine,Cinwaves,Cinwaves,182,Rock,256000,181,0,"Deerfield Beach, FL",2007-01-01,Album,11
346,567,Liberty's Bell,Cinwaves,Cinwaves,130,Rock,256000,183,0,"Deerfield Beach, FL",2007-01-01,Album,11
347,568,Disconnect,Cinwaves,Cinwaves,147,Rock,256000,110,0,"Deerfield Beach, FL",2007-01-01,Album,11
348,569,Shadow Law,Cinwaves,Cinwaves,149,Rock,256000,81,0,"Deerfield Beach, FL",2007-01-01,Album,11
349,570,Old Route 13,Cinwaves,Cinwaves,141,Rock,256000,70,0,"Deerfield Beach, FL",2007-01-01,Album,11
350,571,Medicine Chant,Cinwaves,Cinwaves,79,Rock,256000,157,0,"Deerfield Beach, FL",2007-01-01,Album,11
351,572,Awaken,Cinwaves,Cinwaves,178,Rock,256000,147,0,"Deerfield Beach, FL",2007-01-01,Album,11
354,575,Shining the Diamond,Clyde Rourke,unreleased Clyde Rourke mp3s,342,Rock,320000,96,0,"Chicago, IL",2009-01-16,Single Tracks,4
355,576,Shot At the Post Office,Clyde Rourke,unreleased Clyde Rourke mp3s,265,Rock,160000,200,0,"Chicago, IL",2009-01-16,Single Tracks,4
356,577,It Got in The Way,Clyde Rourke,unreleased Clyde Rourke mp3s,130,Rock,320000,55,0,"Chicago, IL",2009-01-16,Single Tracks,4
357,578,tan man,Clyde Rourke,unreleased Clyde Rourke mp3s,241,Rock,320000,43,0,"Chicago, IL",2009-01-16,Single Tracks,4
358,579,(Tryin' To) Read My Mind,CoCoComa,CoCoComa,143,Rock,256000,460,0,"Chicago, IL",2008-01-01,Album,0
359,580,Premonition,CoCoComa,CoCoComa,183,Rock,256000,349,1,"Chicago, IL",2008-01-01,Album,0
360,583,"WAR (If It Feels Good, Do It!)",DJ's of Mass Destruction,"WAR (If It Feels Good, Do It!)",134,Hip-Hop,256000,536,0,"San Francisco, CA",2009-01-08,Album,4
361,584,Liberate The Children (Live),DJ's of Mass Destruction,"WAR (If It Feels Good, Do It!)",228,Hip-Hop,256000,858,0,"San Francisco, CA",2009-01-08,Album,4
362,585,Weapons? What Weapons of Mass Destruction? (Live),DJ's of Mass Destruction,"WAR (If It Feels Good, Do It!)",122,Hip-Hop,256000,330,0,"San Francisco, CA",2009-01-08,Album,4
363,586,War Is What They Got (Epilogue),DJ's of Mass Destruction,"WAR (If It Feels Good, Do It!)",121,Hip-Hop,256000,227,0,"San Francisco, CA",2009-01-08,Album,4
364,587,A+ Cannibal,Death Sentence: Panda!,"Puppy, Kitty or Both",99,Experimental,192000,218,0,"San Francisco, CA",2009-01-08,Album,2
365,588,Exit Villager,Death Sentence: Panda!,Insects Awaken,72,Experimental,128000,530,0,"San Francisco, CA",2009-01-08,Album,1
366,589,A Time To Bear Arms,Death Sentence: Panda!,"Puppy, Kitty or Both",49,Experimental,192000,166,0,"San Francisco, CA",2009-01-08,Album,2
367,590,Stuck,Delta Dreambox,Finally Here,131,Jazz,160000,2914,0,"Brooklyn, NY",2009-01-08,Album,4
368,591,Without A Sound,Delta Dreambox,Finally Here,228,Jazz,160000,2624,0,"Brooklyn, NY",2009-01-08,Album,4
369,592,Song X,Delta Dreambox,Finally Here,206,Jazz,160000,2465,0,"Brooklyn, NY",2009-01-08,Album,4
370,593,Finally Here,Delta Dreambox,Finally Here,189,Jazz,160000,3092,0,"Brooklyn, NY",2009-01-08,Album,4
380,610,Aces,Dragging an Ox Through Water,"""rebukes!""",150,Folk,192000,508,0,"Portland, OR",2006-03-22,Album,0
381,611,Bowl of Salt,Dragging an Ox Through Water,Dragging an Ox Through Water - S/T3INCH,128,Folk,192000,370,0,"Portland, OR",2003-08-20,Album,0
382,612,Snowbank Treatment,Dragging an Ox Through Water,The Tropics of Phenomenon,225,Folk,192000,566,0,"Portland, OR",2008-10-04,Album,0
385,615,"Immaterial, side A",EKG,Immaterial,519,Experimental,256000,1019,0,"Chicago, IL",2009-01-08,Album,2
386,616,"Immaterial, side B",EKG,Immaterial,687,Experimental,256000,393,0,"Chicago, IL",2009-01-08,Album,2
391,621,Blue Eyed Baby,Ed Askew,Rainy Day Song,161,Folk,256000,678,0,"New York, NY",2009-01-07,Album,2
395,625,Climbing To The Top,Ed Askew,Rainy Day Song,234,Folk,256000,655,0,"New York, NY",2009-01-07,Album,2
402,633,Indian Giver,El Jesus De Magico,"Funeral Home Session 7""",222,Rock,128000,509,0,"Columbus, OH",2009-01-08,Album,3
403,634,LGNO,El Jesus De Magico,"Funeral Home Session 7""",154,Rock,128000,272,0,"Columbus, OH",2009-01-08,Album,3
404,635,Xmas at Wounded Knee,El Jesus De Magico,"Funeral Home Session 7""",133,Rock,128000,774,0,"Columbus, OH",2009-01-08,Album,3
409,641,Side One - Introduction,Ethan Persoff,Spree: An Escape From Reality,124,Electronic,192000,222,0,"Austin, TX",2005-01-01,Album,15
410,642,SNAP! (side one of two),Ethan Persoff,SNAP!,500,Electronic,192000,193,0,"Austin, TX",2001-05-01,Album,2
411,643,Side One - The Talent Contest,Ethan Persoff,Spree: An Escape From Reality,83,Electronic,192000,127,0,"Austin, TX",2005-01-01,Album,15
412,644,SNAP! (side two of two),Ethan Persoff,SNAP!,738,Electronic,192000,121,0,"Austin, TX",2001-05-01,Album,2
413,645,Side One - Dear Mr. Depieu,Ethan Persoff,Spree: An Escape From Reality,349,Electronic,192000,82,0,"Austin, TX",2005-01-01,Album,15
414,646,Side One - Reprise / The Bullshit Business Proposal / (end),Ethan Persoff,Spree: An Escape From Reality,197,Electronic,192000,202,0,"Austin, TX",2005-01-01,Album,15
415,647,Side Two - Reset (and the Great Joke),Ethan Persoff,Spree: An Escape From Reality,94,Electronic,192000,189,0,"Austin, TX",2005-01-01,Album,15
416,648,Side Two - Praise the Lord and Give Thanks,Ethan Persoff,Spree: An Escape From Reality,321,Electronic,192000,273,0,"Austin, TX",2005-01-01,Album,15
417,649,Side Two - Bean Bag,Ethan Persoff,Spree: An Escape From Reality,122,Electronic,192000,67,0,"Austin, TX",2005-01-01,Album,15
418,650,Side Two - Jake's Theme / Intermission,Ethan Persoff,Spree: An Escape From Reality,318,Electronic,192000,151,0,"Austin, TX",2005-01-01,Album,15
419,651,Side Three - Part One / Start,Ethan Persoff,Spree: An Escape From Reality,180,Electronic,192000,111,0,"Austin, TX",2005-01-01,Album,15
420,652,Side Three - Part Two,Ethan Persoff,Spree: An Escape From Reality,180,Electronic,192000,90,0,"Austin, TX",2005-01-01,Album,15
421,653,Side Three - Part Three,Ethan Persoff,Spree: An Escape From Reality,180,Electronic,192000,111,0,"Austin, TX",2005-01-01,Album,15
422,654,Side Three - Part Four,Ethan Persoff,Spree: An Escape From Reality,180,Electronic,192000,114,0,"Austin, TX",2005-01-01,Album,15
423,655,Side Three - Part Five / Stop,Ethan Persoff,Spree: An Escape From Reality,390,Electronic,192000,77,0,"Austin, TX",2005-01-01,Album,15
424,656,Side Four - Easy Slow and Easy (finale),Ethan Persoff,Spree: An Escape From Reality,288,Electronic,192000,103,0,"Austin, TX",2005-01-01,Album,15
425,657,Side Four - Record Label Track / Conclusion,Ethan Persoff,Spree: An Escape From Reality,314,Electronic,192000,50,0,"Austin, TX",2005-01-01,Album,15
426,658,I Stayed Home ...,Ethan Persoff,"""I Stayed Home ..."" (single)",641,Electronic,160000,444,0,"Austin, TX",2009-01-08,Single Tracks,1
427,659,side 1 - complaint (knock on wood),Ethan Persoff,25 Lessons in HYPNOTISM,460,Electronic,160000,219,0,"Austin, TX",2002-10-01,Album,6
428,660,side 2 - dear mary elizabeth,Ethan Persoff,25 Lessons in HYPNOTISM,303,Electronic,160000,94,0,"Austin, TX",2002-10-01,Album,6
429,661,side 3 - hidden speaking powers!,Ethan Persoff,25 Lessons in HYPNOTISM,459,Electronic,160000,82,0,"Austin, TX",2002-10-01,Album,6
430,662,side 4 - upset german screaming,Ethan Persoff,25 Lessons in HYPNOTISM,114,Electronic,160000,260,0,"Austin, TX",2002-10-01,Album,6
431,663,side 5 - conclusion,Ethan Persoff,25 Lessons in HYPNOTISM,628,Electronic,160000,80,0,"Austin, TX",2002-10-01,Album,6
432,664,side 6 - not funny,Ethan Persoff,25 Lessons in HYPNOTISM,174,Electronic,160000,1835,0,"Austin, TX",2002-10-01,Album,6
433,665,Disneyland (edit),Ethan Persoff,Forty Minutes Forty Memories: Horrible Music by Ethan Persoff,268,Electronic,192000,3870,0,"Austin, TX",2009-01-08,Live Performance,1
434,666,Heat,Explode Into Colors,summer 2008 demos,235,International,256000,1902,1,"Portland, OR",2009-01-08,Single Tracks,2
435,667,Sharpen The Knife,Explode Into Colors,summer 2008 demos,246,International,256000,2005,0,"Portland, OR",2009-01-08,Single Tracks,2
458,690,Cataclysm,Flying Luttenbachers,Cataclysm,290,Rock,256000,5724,0,"Chicago, IL",2009-01-08,Album,1
459,691,Into the Vastness of Stupidity,Flying Luttenbachers,Retrospectiw IV,365,Rock,256000,471,0,"Chicago, IL",2002-01-01,Album,1
460,692,Part 4,Flying Luttenbachers,The Void,227,Rock,256000,573,0,"Chicago, IL",2004-01-01,Album,1
461,693,Trauma 11,Flying Luttenbachers,Trauma,559,Rock,256000,326,0,"Chicago, IL",2009-01-08,Album,1
462,694,Planet Say (featuring Faust),Food For Animals,mp3 single with Faust,291,Hip-Hop,160000,7883,0,"Baltimore, MD",2007-11-30,Single Tracks,1
463,695,Elephants,Food For Animals,Cock Rock Disco 2006 Free Compilation,104,Hip-Hop,160000,2826,1,"Baltimore, MD",2009-01-08,Album,1
464,696,Korea,Foot Village,Fuck The Future,130,Rock,256000,1119,0,"Los Angeles, CA",2006-01-01,Album,8
465,697,Isle of Man,Foot Village,Fuck The Future,173,Rock,256000,141,0,"Los Angeles, CA",2006-01-01,Album,8
466,698,Iran,Foot Village,Fuck The Future,88,Rock,256000,409,0,"Los Angeles, CA",2006-01-01,Album,8
467,699,Antarctica,Foot Village,Fuck The Future,191,Rock,256000,170,0,"Los Angeles, CA",2006-01-01,Album,8
468,700,Ehtiopia,Foot Village,Fuck The Future,131,Rock,256000,53,0,"Los Angeles, CA",2006-01-01,Album,8
469,701,Japan,Foot Village,Fuck The Future,130,Rock,256000,644,0,"Los Angeles, CA",2006-01-01,Album,8
470,702,Mexico,Foot Village,Fuck The Future,162,Rock,256000,950,0,"Los Angeles, CA",2006-01-01,Album,8
471,703,Peru Austria and Canada,Foot Village,Fuck The Future,239,Rock,256000,750,0,"Los Angeles, CA",2006-01-01,Album,8
472,704,Mano De Dios,Fósforo,Macondo,310,International,256000,2105,0,"Los Angeles, CA",2007-01-01,Album,6
473,705,Tio Cocodrilo,Fósforo,Macondo,369,International,256000,2545,0,"Los Angeles, CA",2007-01-01,Album,6
474,706,Esto Es Califas,Fósforo,Macondo,312,International,256000,1948,0,"Los Angeles, CA",2007-01-01,Album,6
475,707,Cochabamba,Fósforo,Macondo,330,International,256000,1922,0,"Los Angeles, CA",2007-01-01,Album,6
476,708,Desconocido,Fósforo,Macondo,289,International,256000,5007,1,"Los Angeles, CA",2007-01-01,Album,6
477,709,Cumbia De Obama,Fósforo,Macondo,192,International,192000,3812,0,"Los Angeles, CA",2007-01-01,Album,6
478,711,Kamikaze!,The Functional Blackouts,The Severed Tongue Speaks For Everyone,159,Rock,160000,157,0,"Chicago, IL",2009-01-09,Album,3
479,712,Loch Ness Primitive,The Functional Blackouts,The Severed Tongue Speaks For Everyone,191,Rock,160000,112,0,"Chicago, IL",2009-01-09,Album,3
480,713,No Idea,The Functional Blackouts,The Severed Tongue Speaks For Everyone,143,Rock,160000,84,0,"Chicago, IL",2009-01-09,Album,3
481,714,Circle Moon,Fursaxa,The Cult From Moon Mountain,338,Folk,256000,646,0,"Philadelphia, PA",2009-01-09,Album,2
482,715,Kokopelli,Fursaxa,Kobold Moon,283,Folk,256000,928,0,"Philadelphia, PA",2008-03-18,Album,3
483,716,Saxalainen,Fursaxa,Kobold Moon,297,Folk,256000,1252,0,"Philadelphia, PA",2008-03-18,Album,3
484,717,Tyranny,Fursaxa,The Cult From Moon Mountain,451,Folk,256000,603,0,"Philadelphia, PA",2009-01-09,Album,2
485,718,Song Of The Spindle Berry,Fursaxa,Kobold Moon,128,Folk,256000,3061,0,"Philadelphia, PA",2008-03-18,Album,3
486,719,Florida Tags,Fuzz Unlimited,Take A hit,299,Rock,256000,245,0,PO Box 11568 / Balt MD 21229,2007-01-01,Album,5
487,720,Camera Shy,Fuzz Unlimited,Take A hit,190,Rock,256000,326,0,PO Box 11568 / Balt MD 21229,2007-01-01,Album,5
488,721,Evil Twin,Fuzz Unlimited,Take A hit,117,Rock,256000,112,0,PO Box 11568 / Balt MD 21229,2007-01-01,Album,5
489,722,Looking For A kiss,Fuzz Unlimited,Take A hit,204,Rock,256000,132,0,PO Box 11568 / Balt MD 21229,2007-01-01,Album,5
490,723,Take A hit,Fuzz Unlimited,Take A hit,1048,Rock,256000,207,0,PO Box 11568 / Balt MD 21229,2007-01-01,Album,5
491,725,"Gang Wizard ""Men's Restroom""",Gang Wizard,Live In the Men's and Women's Room,785,Experimental,160000,114,0,"Los Angeles, CA",2009-01-09,Live Performance,2
492,726,Track 01,Gang Wizard,Live at LongHaul,120,Experimental,160000,187,0,"Los Angeles, CA",2009-01-09,Live Performance,5
493,727,Track 02,Gang Wizard,Live at LongHaul,251,Experimental,160000,80,0,"Los Angeles, CA",2009-01-09,Live Performance,5
494,728,"Yellow Swans ""Women's Restroom""",Gang Wizard,Live In the Men's and Women's Room,574,Experimental,160000,111,0,"Los Angeles, CA",2009-01-09,Live Performance,2
495,729,Track 03,Gang Wizard,Live at LongHaul,300,Experimental,160000,97,0,"Los Angeles, CA",2009-01-09,Live Performance,5
496,730,Track 04,Gang Wizard,Live at LongHaul,510,Experimental,160000,109,0,"Los Angeles, CA",2009-01-09,Live Performance,5
497,731,Track 05,Gang Wizard,Live at LongHaul,340,Experimental,160000,53,0,"Los Angeles, CA",2009-01-09,Live Performance,5
498,734,Crystal Migraine,Glass Candy,Love Love Love,128,Soul-RnB,256000,6190,0,"Portland, OR",2003-02-01,Album,8
499,735,Iko! Iko!,Glass Candy,Iko,298,Soul-RnB,256000,2727,0,"Portland, OR",2005-07-26,Album,8
500,736,You Are the Fly,Glass Candy,Demos June 2003,265,Soul-RnB,256000,1248,0,"Portland, OR",2003-06-30,Album,6
501,737,Youe Deam Lover's On Video Again,Glass Candy,The Sick Sound of...,446,Soul-RnB,256000,1316,0,"Portland, OR",2004-05-01,Album,6
502,738,Cold Party,Glass Candy,Demos June 2003,172,Soul-RnB,256000,1412,0,"Portland, OR",2003-06-30,Album,6
503,739,Hurt,Glass Candy,Love Love Love,247,Soul-RnB,256000,1694,0,"Portland, OR",2003-02-01,Album,8
504,740,Life After Sundown,Glass Candy,The Sick Sound of...,477,Soul-RnB,256000,2139,0,"Portland, OR",2004-05-01,Album,6
505,741,Sugar &amp; Whitebread,Glass Candy,Iko,425,Soul-RnB,256000,1050,0,"Portland, OR",2005-07-26,Album,8
506,742,B-Girls,Glass Candy,The Sick Sound of...,347,Soul-RnB,256000,1811,0,"Portland, OR",2004-05-01,Album,6
507,743,Brittle Woman,Glass Candy,Love Love Love,215,Soul-RnB,256000,852,0,"Portland, OR",2003-02-01,Album,8
508,744,Lovin' Machine,Glass Candy,Iko,405,Soul-RnB,256000,1065,0,"Portland, OR",2005-07-26,Album,8
509,745,Nite Nurses,Glass Candy,Demos June 2003,338,Soul-RnB,256000,712,0,"Portland, OR",2003-06-30,Album,6
510,747,Nite Nurses,Glass Candy,The Sick Sound of...,320,Soul-RnB,256000,737,0,"Portland, OR",2004-05-01,Album,6
511,748,track 4,Glass Candy,Iko,424,Soul-RnB,256000,880,0,"Portland, OR",2005-07-26,Album,8
512,749,Your Deam Lover's On Video Again,Glass Candy,Demos June 2003,261,Soul-RnB,256000,682,0,"Portland, OR",2003-06-30,Album,6
513,750,Iko! Iko! (vocal/conga mix),Glass Candy,Iko,299,Soul-RnB,256000,967,0,"Portland, OR",2005-07-26,Album,8
514,751,Love Love Love,Glass Candy,Love Love Love,132,Soul-RnB,256000,2014,0,"Portland, OR",2003-02-01,Album,8
515,752,The Chameleon,Glass Candy,Demos June 2003,185,Soul-RnB,256000,1128,0,"Portland, OR",2003-06-30,Album,6
